"predator","Acanthuriformes","Actinopteri","Alpheidae","Amphipoda","Anguilliformes","Annelida","Anthozoa","Apogonidae","Arthropoda","Ascidiacea","Bivalvia","Bryozoa","Caenogastropoda","Carcinidae","Cephalopoda","Chordata","Cirripedia","Copepoda","Coralline_algae","Cumacea","Cyanobacteria","Decapoda","Echinodermata","Echinoidea","Eupercaria incertae sedis","Foraminifera","Galatheidae","Gastropoda","Gobiidae","Harpacticoida","Hemichordata","Hippolytidae","Holocentridae","Holothuroidea","Hydrozoa","Inorganic_detritus","Isopoda","Littorinimorpha","Macroalgae","Majidae","Microalgae","Mollusca","Mulliformes","Nematoda","Neogastropoda","Ophiuroidea","Organic_detritus","Paguridae","Polyplacophora","Pomacentridae","Porifera","Portunidae","Pycnogonida","Rhynchocinetidae","Scaphopoda","Seagrass","Sipuncula","Spermatophyta","Stomatopoda","Tanaidacea","Trochida","Turf","Xanthidae","Zooplankton"
"Chaetodon_triangulum",NA,0.0538613861386139,NA,0.0699405940594059,NA,0.0699405940594059,0.0719207920792079,NA,0.054970297029703,0.0422970297029703,0.0231287128712871,NA,NA,NA,NA,NA,NA,0.0397623762376238,NA,NA,NA,NA,NA,NA,NA,0.0231287128712871,NA,0.0442772277227723,NA,0.0483960396039604,NA,NA,NA,NA,0.0682772277227723,0.0472079207920792,0.0487128712871287,0.0361188118811881,0.0708910891089109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0597227722772277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0548118811881188,NA,0.0726336633663366
"Chaetodon_trichrous",NA,NA,NA,0.151052274270197,NA,0.235573659198914,0.134758995247794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158520027155465,0.108961303462322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211133740665309
"Chaetodon_trifascialis",NA,NA,NA,NA,NA,NA,0.310290237467018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199472295514512,NA,NA,NA,NA,NA,0.152506596306069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337730870712401
"Chaetodon_trifasciatus",NA,NA,NA,NA,NA,NA,0.274891774891775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217316017316017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232467532467532,NA,0.275324675324675
"Chaetodon_ulietensis",0.0145577096796609,0.0246334514627198,0.0192828851365437,0.0291501632965048,NA,0.0304009450350914,0.0304356889722743,0.0119171704537558,0.0242860120908901,0.0139323188103676,0.0175109443402126,0.018970189701897,0.0119171704537558,0.0119171704537558,NA,NA,0.0192828851365437,0.0149746369258564,NA,0.0192828851365437,NA,0.0228962546035717,0.0184142867069696,0.019908276005837,NA,0.0239733166562435,0.0192828851365437,0.0239733166562435,0.0119171704537558,0.0258494892641234,0.0119171704537558,NA,0.0119171704537558,NA,0.0201862275033007,0.0246334514627198,0.0259537210756723,0.0197345563199222,0.0193176290737266,NA,0.0193871169480926,NA,0.0145577096796609,NA,0.0119171704537558,0.0184837745813356,0.0157737474810646,0.0176151761517615,0.0184837745813356,NA,0.0194218608852755,0.0192828851365437,0.0192828851365437,0.0145577096796609,0.0145577096796609,0.0192828851365437,0.0258494892641234,0.0192828851365437,0.0184837745813356,0.0149746369258564,0.0119171704537558,0.0259537210756723,0.0192828851365437,0.0293238829824196
"Chaetodon_unimaculatus",NA,NA,NA,0.125950782997763,NA,0.0769574944071588,0.184340044742729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0682326621923937,NA,NA,NA,NA,NA,0.101118568232662,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136465324384787,NA,NA,NA,NA,NA,0.134004474272931,NA,NA,NA,NA,NA,NA,0.172930648769575
"Chaetodon_vagabundus",NA,0.027008547008547,NA,0.0684615384615385,NA,0.0725641025641026,0.0747008547008547,NA,0.0261538461538462,0.0495726495726496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0478632478632479,NA,NA,NA,NA,NA,0.0623931623931624,0.0704273504273504,0.0348717948717949,0.0521367521367521,NA,0.0684615384615385,NA,NA,NA,NA,0.0551282051282051,NA,NA,0.0626495726495726,NA,NA,NA,0.0606837606837607,NA,NA,NA,NA,NA,0.0307692307692308,NA,NA,NA,NA,0.058034188034188,NA,0.0781196581196581
"Chaetodon_wiebeli",NA,NA,NA,0.123770231672485,NA,0.199619168517931,0.181212313551254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102507140590289,NA,NA,NA,0.0942557918121231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105046017137417,NA,0.193589336718502
"Chaetodon_xanthurus",0.0116834418788238,0.0216696269982238,NA,0.0213143872113677,NA,0.0318531675547661,0.0340635484507598,0.0145253601736728,0.0260903887902112,0.0197750148016578,0.0198934280639432,0.0187882376159463,0.0116834418788238,NA,0.0197750148016578,NA,0.0197750148016578,0.0158279060588119,0.0197750148016578,NA,NA,0.0255772646536412,0.0187882376159463,0.0208012630747977,0.0187882376159463,0.0284191829484902,0.0187882376159463,0.0153542530096704,NA,0.0264456285770673,0.0187882376159463,0.0187882376159463,0.0116834418788238,0.0187882376159463,0.031063745806197,0.0302743240576278,0.025735149003355,0.0197750148016578,0.0301559107953424,NA,0.0158279060588119,NA,NA,NA,NA,0.0197750148016578,0.0188671797908032,0.0197750148016578,0.0197750148016578,0.0145253601736728,0.0188671797908032,0.0197750148016578,0.0197750148016578,NA,NA,0.0197750148016578,NA,0.0197750148016578,NA,0.013854351687389,0.0116834418788238,0.0309453325439116,0.0187882376159463,0.0337083086639037
"Chaetodon_zanzibarensis",NA,NA,NA,0.188114178755264,NA,NA,0.225081890500702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219466541881142,NA,0.367337388862892
"Chaetodontoplus_duboulayi",0.0179290281113629,0.0173877744325293,0.018639423564832,0.0176922296268732,NA,0.0173877744325293,0.023375393254626,0.0179290281113629,0.0253374378403978,0.0190791921788843,0.0275024525557322,0.0153580731369034,0.0180981698859984,0.0179290281113629,NA,0.0189100504042488,0.0160346402354454,0.0184364534352694,0.0189100504042488,0.0195527891478637,0.0179290281113629,0.0245255573221474,NA,0.0263184601332837,0.0195527891478637,0.0185717668549778,NA,0.0189100504042488,0.0179290281113629,0.0189100504042488,0.0179290281113629,NA,NA,0.0251682960657623,0.0228679679307195,0.025743378099523,0.0185717668549778,0.0107574168668178,0.0251344677108352,0.0175569162071648,NA,0.0116031257399953,0.0116031257399953,0.0172524610128209,NA,0.02472852745171,0.0116707824498495,0.0114678123202869,0.0176584012719461,0.0141740807144549,0.019654274212645,NA,0.0191468488887385,0.0141740807144549,0.0114678123202869,0.0114678123202869,0.0189100504042488,0.0132268867764961,0.0145800209735801,0.0190115354690301,0.0153580731369034,0.0239843036433138,NA,0.0269950272318257
"Chaetodontoplus_meredithi",NA,0.0269940787182167,0.0261233019853709,0.0297457331940091,NA,0.0297805642633229,0.02347614071752,NA,0.0259839777081156,0.0169278996865204,0.0193660745384883,0.0171717171717172,NA,0.0193312434691745,0.0119818878439568,0.0130616509926855,0.0194705677464298,0.0171717171717172,0.0112852664576802,0.0156739811912226,0.0185301288749565,0.024695228143504,0.0185301288749565,0.0240682688958551,NA,0.0188087774294671,0.0150121908742598,0.0240682688958551,NA,0.0237199582027168,0.0185301288749565,0.0186346220828979,0.0185301288749565,0.0246255660048763,0.0194705677464298,0.0193660745384883,0.0276210379658656,NA,0.0288401253918495,0.0185301288749565,0.0185301288749565,NA,0.0185301288749565,NA,0.0185301288749565,0.0209683037269244,0.0103796586555207,0.0195750609543713,0.02347614071752,0.0185301288749565,0.0203065134099617,NA,NA,NA,0.0156739811912226,NA,0.0234413096482062,NA,0.0194705677464298,0.0253918495297806,NA,0.0191222570532915,0.0150121908742598,0.02793451758969
"Chaetodontoplus_mesoleucus",NA,0.0445692497938994,NA,0.0459604286892003,NA,0.0442085737840066,0.0427143446001649,NA,0.0246805441055235,0.0397258862324815,0.0355008244023083,NA,NA,NA,NA,NA,0.0286479802143446,0.0366343775762572,0.0276690024732069,NA,NA,0.0348309975267931,NA,0.0372011541632317,NA,0.0342126957955482,NA,0.0390045342126958,NA,0.0249896949711459,NA,NA,NA,0.0345218466611706,0.0391075845012366,0.0348309975267931,0.0371496290189613,NA,0.0453421269579555,NA,NA,NA,NA,0.0217951360263809,NA,0.0317394888705688,NA,NA,NA,NA,0.0424051937345424,NA,NA,NA,NA,NA,0.0390045342126958,NA,0.0249896949711459,0.0353977741137675,NA,0.0316879637262984,NA,0.0414777411376752
"Chaetodontoplus_personifer",NA,0.0477766958779617,NA,0.0452450503083414,NA,0.0512820512820513,0.0464135021097046,NA,NA,NA,0.0408308990587472,NA,NA,NA,NA,NA,0.0390782213567024,0.0407659850697825,NA,NA,NA,0.0440116845180136,NA,0.0464135021097046,NA,NA,NA,0.0407659850697825,NA,NA,NA,NA,NA,0.0414800389483934,0.041544952937358,0.0456994482310938,0.0407659850697825,NA,0.0531645569620253,NA,NA,NA,NA,0.0370658876987991,NA,0.041544952937358,NA,NA,0.0447906523855891,NA,0.0472573839662447,NA,NA,NA,NA,NA,0.0370658876987991,NA,0.0370658876987991,NA,NA,0.0366764037650114,NA,0.0532943849399546
"Chanos_chanos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilinus_chlorourus",NA,NA,NA,NA,NA,0.548512289780078,NA,NA,NA,NA,0.451487710219922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilinus_fasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188965122927387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188965122927387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154088050314465,NA,0.133504859919954,0.082904516866781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114636935391652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136935391652373,NA,NA
"Cheilinus_oxycephalus",NA,NA,0.510835913312694,0.489164086687306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilinus_trilobatus",NA,0.0673373476281392,0.0217359377294757,0.0663092965193127,NA,0.0668233220737259,NA,0.0508885298869144,NA,NA,0.0630782787487149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0635188720810692,NA,0.0536789543251579,NA,0.0549273021001615,0.0411220443530621,NA,NA,NA,NA,NA,NA,NA,NA,0.0516962843295638,0.0494198854457336,NA,0.0225436921721251,NA,NA,NA,NA,NA,NA,0.0489792921133794,NA,0.0500073432222059,0.0469231898957262,NA,NA,NA,NA,NA,NA,NA,0.0321633132618593,NA,NA,0.046409164341313,NA,0.0414157732412983,NA,0.0610221765310618
"Cheilinus_undulatus",NA,0.382335506816835,NA,NA,NA,NA,NA,NA,NA,NA,0.331357439241257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286307053941909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilio_inermis",NA,0.0756594386557777,NA,0.0751900872993523,NA,0.0784755467943302,NA,NA,NA,NA,0.071529146719234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0722801088895147,NA,0.0462780437435464,NA,0.0272223786726744,0.0511592978503708,NA,NA,0.0340749084764855,NA,NA,NA,NA,NA,NA,0.0763165305547733,NA,0.0300384868112269,NA,NA,NA,NA,NA,NA,NA,NA,0.0500328545949498,0.034638130104196,NA,NA,0.0474044869989674,NA,NA,NA,NA,NA,NA,0.0620482493194405,0.0586689195531775,NA,0.029099784098376,NA,0.0798836008636065
"Cheilodipterus_artus",NA,0.118565801982887,NA,0.118565801982887,NA,0.118565801982887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0725247860926253,NA,NA,NA,0.0939834306668478,NA,NA,NA,NA,NA,NA,NA,0.069944316175472,NA,NA,NA,NA,NA,NA,0.0918104033681923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069944316175472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0937118022545158,NA,NA,NA,0.0411517044682874,0.111231834849925
"Cheilodipterus_intermedius",NA,NA,NA,0.175141242937853,NA,0.168926553672316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164406779661017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220338983050847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271186440677966
"Cheilodipterus_macrodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilodipterus_nigrotaeniatus",NA,NA,NA,0.182890855457227,NA,0.144837758112094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172271386430678,NA,NA,NA,NA,NA,NA,0.112684365781711,NA,NA,NA,NA,NA,NA,NA,0.136873156342183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092330383480826,0.15811209439528
"Cheilodipterus_parazonatus",NA,NA,NA,0.145445875059609,NA,0.148783977110157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111349546971865,NA,0.0932284215546018,NA,0.120410109680496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148068669527897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105388650453028,NA,NA,NA,NA,0.127324749642346
"Cheilodipterus_quinquelineatus",NA,0.106396554474398,NA,0.139256659754347,NA,0.133833147232413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121869516669325,NA,NA,0.0695485723400861,NA,0.0598181528154411,NA,0.0567873664061254,NA,NA,NA,NA,NA,NA,NA,0.0799170521614292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130004785452225,NA,NA,NA,NA,0.10256819269421
"Cheilodipterus_singapurensis",NA,0.0579548381557483,0.0315102601528291,0.0779599896969177,NA,0.0779599896969177,0.0442173950373487,NA,0.0615609169743281,NA,0.0549497724735983,NA,NA,NA,0.0442173950373487,NA,NA,0.0709195500987379,NA,NA,NA,0.0736670387224178,NA,NA,NA,NA,NA,0.034429466815489,NA,NA,NA,NA,NA,NA,NA,NA,0.0729801665664978,NA,0.0266162960418992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0615609169743281,NA,0.066197304026788,NA,NA,NA,0.0647377006954581,0.0785610028333476
"Cheiloprion_labiatus",NA,NA,NA,NA,NA,NA,0.119902120717781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147090810222947,NA,NA,NA,0.15905383360522,NA,NA,NA,NA,NA,0.114192495921697,NA,NA,0.179445350734095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17699836867863,NA,0.10331702011963
"Chelmon_marginalis",NA,0.0679902603483798,NA,0.0827870387713055,NA,0.101891740026222,0.0672410563775988,NA,0.0608728226259599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0698632702753325,NA,NA,NA,NA,0.10395205094587,0.0679902603483798,NA,NA,0.0827870387713055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0606855216332647,NA,NA,NA,NA,NA,NA,NA,NA,0.0606855216332647,NA,0.0614347256040457,NA,0.111818692639071
"Chelmon_rostratus",0.0198825303595523,0.0273831256448924,0.0180966743392333,0.0322644654337646,0.0198825303595523,0.0337725216287007,0.0280577823636797,NA,0.0269068973728074,0.01591396142551,0.0331375505992539,0.0195253591554885,NA,NA,0.0116279069767442,0.0116279069767442,0.0207953012143821,0.0265100404794031,NA,0.0139296769584888,NA,0.025557583935233,0.0207953012143821,0.0221446146519565,NA,0.0304389237241051,NA,0.0269068973728074,NA,0.0269068973728074,0.0117469640447655,NA,0.014604333677276,NA,0.0186125883006588,0.0203984443209779,0.0282165251210413,0.0154377331534249,0.0203984443209779,NA,0.01591396142551,0.0117469640447655,0.0198825303595523,NA,NA,0.0191285022620843,0.0154377331534249,0.0191285022620843,0.0191285022620843,0.0198825303595523,0.0287324390824669,NA,NA,0.0198825303595523,0.0139296769584888,0.0116279069767442,0.0277006111596158,NA,0.0221843003412969,0.0200809588062545,0.0116279069767442,0.028653067703786,NA,0.0338518930073815
"Chelmonops_truncatus",NA,0.0635118306351183,NA,0.0600426970289984,NA,0.0724959971535314,0.0519480519480519,NA,0.0374488525173457,NA,0.0475004447607187,NA,NA,NA,NA,NA,NA,0.0369151396548657,NA,NA,NA,0.0374488525173457,NA,0.0416296032734389,NA,0.0355808574986657,NA,0.0377157089485857,NA,0.0283757338551859,NA,NA,NA,NA,0.0303326810176125,0.037626756804839,0.049012631204412,NA,0.0517701476605586,NA,NA,NA,NA,NA,NA,NA,NA,0.039227895392279,NA,NA,0.0278420209927059,NA,NA,NA,NA,NA,0.0386052303860523,NA,0.0393168475360256,0.0396726561110123,NA,0.0374488525173457,NA,0.0585305105853051
"Chilomycterus_antennatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346576500422654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282333051563821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371090448013525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chilomycterus_reticulatus",0.0131428571428571,0.0206071428571429,0.0139642857142857,0.0170357142857143,NA,0.0289285714285714,0.0255714285714286,0.0175714285714286,0.0150357142857143,0.0206428571428571,0.0299285714285714,0.0198214285714286,NA,0.017,0.0121071428571429,0.0125357142857143,0.0198214285714286,0.0131785714285714,0.0143214285714286,NA,NA,0.0252857142857143,0.0189285714285714,0.0296428571428571,NA,0.0253214285714286,0.0196785714285714,0.0201428571428571,0.01225,NA,0.0105714285714286,0.0206428571428571,NA,0.0187142857142857,0.0193214285714286,0.0258928571428571,0.0191785714285714,0.015,0.0285,NA,0.0104642857142857,NA,0.0198214285714286,0.0179642857142857,NA,0.0246428571428571,0.017,0.0213928571428571,0.0260357142857143,0.0178928571428571,0.0271428571428571,NA,0.017,NA,0.0121071428571429,0.0196785714285714,0.0169285714285714,0.0121071428571429,0.0142142857142857,0.0199642857142857,0.0143214285714286,0.0196071428571429,0.0261071428571429,0.0253214285714286
"Chirocentrus_dorab",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorurus_atrilunula",NA,NA,NA,0.0657684807658217,NA,0.107605034568339,0.122673284878568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0561957099804999,NA,NA,NA,0.100336819712817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14288246764758,NA,NA,0.150505229569225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13348697039532,NA,0.120546002481829
"Chlorurus_bleekeri",0.0135427442866548,0.0339509075519609,0.0166462898523465,0.0279319100912254,0.0139189316279507,0.0351735164111728,0.0318818771748331,0.0135427442866548,NA,0.0177278284585724,0.0345151885639048,0.0139189316279507,0.0177278284585724,0.0139189316279507,NA,NA,0.0177278284585724,0.0226652873130819,0.0177278284585724,NA,0.0166462898523465,0.033057462616383,NA,0.0247813411078717,0.0166462898523465,0.032305087933791,0.0177278284585724,NA,0.0177278284585724,NA,0.0166462898523465,0.0166462898523465,0.0162701025110505,NA,NA,0.0413806075425562,0.0236998025016458,0.0177278284585724,0.0422270290604721,0.0139189316279507,0.0187623436471363,0.0166462898523465,0.0139189316279507,NA,0.0166462898523465,NA,NA,NA,NA,0.0139189316279507,0.0144361892222327,0.0177278284585724,0.0177278284585724,0.0166462898523465,0.0177278284585724,NA,0.0175397347879244,NA,0.0137778613749647,NA,0.0187623436471363,0.0412865607072322,0.0177278284585724,0.0368193360293426
"Chlorurus_bowersi",NA,0.0771363143304809,NA,NA,NA,0.0351934434132819,0.0908762203205978,NA,NA,NA,0.0621911534289502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0620706279378088,NA,0.0814752320115704,NA,NA,NA,0.0620706279378088,NA,NA,NA,NA,NA,0.099915632156201,NA,NA,0.106424008677835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0864167771483669,NA,NA,NA,NA,0.0620706279378088,NA,NA,NA,NA,NA,0.099915632156201,NA,0.0742437025430879
"Chlorurus_capistratoides",NA,0.0743528338465047,NA,NA,NA,0.0703615007412476,0.0772037860645456,NA,NA,NA,0.0728703386931235,NA,NA,NA,NA,NA,NA,0.0457292735773748,NA,NA,NA,0.065571901014939,NA,0.0457292735773748,NA,0.0750370623788345,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0945375755502338,NA,NA,0.100809670429924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058729615691641,NA,NA,NA,NA,0.0457292735773748,NA,NA,NA,NA,NA,0.100239479986315,NA,0.0730984148705668
"Chlorurus_frontalis",NA,0.092355175688509,NA,0.0934235517568851,NA,0.061372269705603,0.0759734093067427,NA,NA,NA,0.090693257359924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037630579297246,NA,0.0821462488129155,NA,0.0820275403608737,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092355175688509,NA,NA,0.10707502374169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0413105413105413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0822649572649573,NA,0.061372269705603
"Chlorurus_japanensis",NA,NA,NA,NA,NA,NA,0.179086043639358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161794977356937,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152737752161383,NA,NA,0.30465212021408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201729106628242,NA,NA
"Chlorurus_microrhinos",NA,NA,NA,NA,NA,NA,0.0946196660482375,NA,NA,NA,0.0829578584680626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0821627352239597,NA,0.110787172011662,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110787172011662,NA,NA,0.202756427246223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0821627352239597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150808375298171,NA,0.0829578584680626
"Chlorurus_perspicillatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552427184466019,NA,NA,0.447572815533981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorurus_rhakoura",NA,0.058320636532927,NA,0.058574572541053,NA,0.0495175215845607,0.0626375486710682,NA,0.0452006094464195,NA,0.0616218046385644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0571356018283393,NA,0.0452006094464195,NA,0.0755036397494498,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0618757406466904,0.0417301506686982,NA,0.0768579651261216,NA,0.0413069239884882,NA,NA,NA,NA,NA,0.0589131538852209,0.0339427797528356,NA,NA,NA,NA,NA,NA,NA,NA,0.0435923480616218,NA,NA,NA,NA,0.0738953783646521,NA,0.0541730150668698
"Chlorurus_sordidus",NA,NA,NA,NA,NA,NA,0.125497017892644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184145129224652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187127236580517,NA,NA,0.1779324055666,NA,0.0867296222664016,NA,NA,NA,NA,NA,0.0979125248508946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14065606361829,NA,NA
